Title,Release Date,Developer,Publisher,Genres,Product Rating,User Score,User Ratings Count,Platforms
Hyperballoid HD,22/4/2010,iSquared Games,Alawar Entertainment,Arcade,Rated E For Everyone,6.894852313,,PlayStation 3
Battalion Wars 2,29/10/2007,Kuju Entertainment,Nintendo,Real-Time Tactics,Rated T For Teen,8.4,44,Wii
Honkai: Star Rail,26/4/2023,Cognosphere,miHoYo,RPG,Rated T For Teen,6.5,238,PC
Resident Evil (Remake),30/4/2002,Capcom,Capcom,Survival,Rated M For Mature,9.7,1939,GameCube
Ikenfell,8/10/2020,Happy Ray Games,Humble Games,JRPG,Rated T For Teen,7.5,15,PC
Prince of Persia: The Fallen King,2/12/2008,Ubisoft,Ubisoft,Action Adventure,Rated E For Everyone,4.3,7,DS
Jett Rocket II: The Wrath of Taikai,13/11/2013,Shin'en,Shin'en,3D Platformer,Rated E +10 For Everyone +10,6.6,7,3DS
WRC 6: World Rally Championship,3/3/2017,Kylotonn,Bandai Namco Games,Auto Racing Sim,Rated E For Everyone,5.3,42,PC
Remnant: From the Ashes - Swamps of Corsus,28/4/2020,Gunfire Games,Perfect World Entertainment,Third Person Shooter,Rated M For Mature,6.4,21,PC
Myst (1995),13/5/2008,Hoplite Research,Empire Interactive,Point-and-Click,Rated E For Everyone,2.2,6,PSP
Neptunia ReVerse,8/6/2021,Compile Heart,Idea Factory,JRPG,Rated T For Teen,6.7,6,PlayStation 5
Forza Horizon 4: LEGO Speed Champions,13/6/2019,Playground Games,Xbox Game Studios,Auto Racing Sim,Rated E For Everyone,6.3,66,Xbox One
Class of Heroes,9/6/2009,Zerodiv,Atlus,Western RPG,Rated T For Teen,6.3,6,PSP
Th3 Plan,23/4/2007,EKO Software,Crave,Tactical Third Person Shooter,Rated T For Teen,5.7,6,PlayStation 2
Wheels of Aurelia,20/9/2016,Santa Ragione,Santa Ragione,Action Adventure,Not Rated,4.4,25,PC
Contra Anniversary Collection,11/6/2019,M2,Konami,Compilation,Rated E +10 For Everyone +10,6.4,31,PC
AquaAqua,29/12/2000,Zed Two Limited,3DO,Puzzle,Rated E For Everyone,6.894852313,,PlayStation 2
Block Breaker 3 Unlimited,7/7/2011,Gameloft,Gameloft,Action Puzzle,Not Rated,8,5,iOS (iPhone/iPad)
Fatal Frame: Mask of the Lunar Eclipse,9/3/2023,Koei Tecmo Games,Koei Tecmo Games,Survival,Rated T For Teen,7.7,471,Nintendo Switch
SBK Superbike World Championship,8/11/2008,Milestone S.r.l,Conspiracy Entertainment,Auto Racing Sim,Rated E +10 For Everyone +10,6.894852313,,Xbox 360
The Blackwell Deception,12/10/2011,Wadjet Eye Games,Wadjet Eye Games,Adventure,Not Rated,7.7,60,iOS (iPhone/iPad)
"Harry Potter and the Deathly Hallows, Part 2",12/7/2011,EA Bright Light,Electronic Arts,Third Person Shooter,Rated T For Teen,4.7,34,Wii
Final Fantasy VIII,7/9/1999,SquareSoft,Square EA,JRPG,Rated T For Teen,8.7,1224,PlayStation
MADiSON,8/7/2022,BLOODIOUS GAMES,BLOODIOUS GAMES,First-Person Adventure,Not Rated,8.2,629,PC
Alder's Blood,13/3/2020,Shockwork Games,No Gravity Games,Turn-Based Tactics,Rated T For Teen,7.5,27,PC
Project Zero 2: Wii Edition,28/6/2012,Koei Tecmo Games,Nintendo,Survival,Not Rated,8.4,65,Wii
Path of Exile: The Fall of Oriath,24/8/2017,Grinding Gear Games,Grinding Gear Games,Action RPG,Rated M For Mature,7,47,Xbox One
Star Wars: Starfighter,19/2/2001,LucasArts,LucasArts,Space Combat Sim,Rated T For Teen,8,35,PC
Command & Conquer 3: Kane's Wrath,24/3/2008,EA LA,EA Games,Real-Time Strategy,Rated T For Teen,8.4,158,PC
Kerbal Space Program: Enhanced Edition,16/1/2018,BlitWorks,Squad,Space Sim,Rated E For Everyone,5.5,32,PlayStation 4
Attack on Titan 2,20/3/2018,Omega Force,Koei Tecmo Games,Action Adventure,Rated M For Mature,8.1,125,PC
Heavy Rain Chronicles Episode 1: The Taxidermist,4/4/2010,Quantic Dream,SCEA,Third-Person Adventure,Rated M For Mature,8.1,87,PlayStation 3
Control: The Foundation,26/3/2020,Remedy Entertainment,505 Games,Action Adventure,Rated M For Mature,6.6,47,PlayStation 4
Icebreaker: A Viking Voyage,20/6/2013,Rovio Stars Ltd.,Rovio Stars Ltd.,Action Puzzle,Not Rated,6.3,12,iOS (iPhone/iPad)
Karnaaj Rally,2/1/2003,Paragon 5,Jaleco Entertainment,Vehicle Combat Sim,Rated E For Everyone,6.894852313,,Game Boy Advance
Oninaki,22/8/2019,Tokyo RPG Factory,Square Enix,Action RPG,Rated T For Teen,5.8,56,Nintendo Switch
Mega Man X Legacy Collection 2,24/7/2018,Digital Works Entertainment,Capcom,Compilation,Rated T For Teen,5.1,28,Xbox One
Room to Grow (2021),25/2/2021,Mischka Kamener,Mischka Kamener,Puzzle,Not Rated,6.894852313,,PC
Everreach: Project Eden,4/12/2019,Elder Games,Headup Games,Action RPG,Not Rated,4.9,17,PC
Triangle Strategy,4/3/2022,Artdink,Square Enix,Turn-Based Tactics,Rated T For Teen,8.1,390,Nintendo Switch
Atari Mania,13/10/2022,iLLOGIKA,Atari,Party,Rated E For Everyone,6.894852313,,PC
Rainbow Billy: The Curse of the Leviathan,5/10/2021,ManaVoid Entertainment Inc.,Skybound Games,Action Adventure,Not Rated,6.7,14,PC
Nintendogs + Cats: French Bulldog & New Friends,27/3/2011,Nintendo,Nintendo,Virtual Pet,Rated E For Everyone,7.2,22,3DS
Under The Waves,29/8/2023,Parallel Studio,Quantic Dream,Adventure,Rated M For Mature,6.2,48,PC
Semblance,24/7/2018,Nyamakop,Good Shepherd Entertainment,2D Platformer,Rated E For Everyone,7,10,PC
Infernal,8/5/2007,Metropolis Software,Eidos Interactive,Third Person Shooter,Rated M For Mature,6.2,46,PC
Kinect Sports Rivals,8/4/2014,Microsoft Game Studios,Microsoft Game Studios,Sports,Rated E +10 For Everyone +10,5,148,Xbox One
Norn9: Var Commons,3/11/2015,Idea Factory,Aksys Games,Visual Novel,Rated T For Teen,7.3,23,PlayStation Vita
Mystery Dungeon: Shiren the Wanderer,4/3/2008,ChunSoft,Sega,Roguelike,Rated E For Everyone,7.5,14,DS
L.A. Rush,11/10/2005,Midway,Midway,Auto Racing,Rated T For Teen,6.3,,Xbox
DUSK,10/12/2018,New Blood Interactive,New Blood Interactive,FPS,Not Rated,8.4,270,PC
Tom Clancy's Ghost Recon: Future Soldier,22/5/2012,Ubisoft Paris,Ubisoft,Tactical Third Person Shooter,Rated M For Mature,7.3,357,PC
Free Realms,29/4/2009,Sony Online Entertainment,Sony Online Entertainment,MMORPG,Rated E +10 For Everyone +10,6.3,6,PC
Praetorians,10/3/2003,Pyro Studios,Eidos Interactive,Real-Time Strategy,Rated T For Teen,8,59,PC
MoonBase Commander,13/8/2002,Humongous Entertainment,Infogrames,Turn-Based Strategy,Rated E For Everyone,6.2,9,PC
Dishonored: The Brigmore Witches,13/8/2013,Arkane Studios,Bethesda Softworks,Action Adventure,Rated M For Mature,8.6,86,Xbox 360
The Legend of Heroes: Trails in the Sky SC,29/10/2015,Falcom,XSEED Games,JRPG,Rated RP For Rate Pending,8.7,151,PSP
Dynasty Warriors 5 Empires,28/3/2006,Omega Force,Koei,3D Beat-'Em-Up,Rated T For Teen,8.1,12,PlayStation 2
The Walking Dead: Survival Instinct,19/3/2013,Terminal Reality,Activision,Survival,Rated M For Mature,4,420,Xbox 360
DOOM VFR,1/12/2017,id Software,Bethesda Softworks,Light Gun,Rated M For Mature,7.4,137,PC
Metal Gear Solid V: The Phantom Pain,1/9/2015,Kojima Productions,Konami,Open-World Action,Rated M For Mature,8.2,6564,Xbox One
The Legend of Zelda: Tears of the Kingdom,12/5/2023,Nintendo,Nintendo,Open-World Action,Not Rated,8.4,11825,Nintendo Switch
Pokemon Sun,18/11/2016,Game Freak,Nintendo,Trainer RPG,Rated E For Everyone,7.6,1317,3DS
Outland Games,7/3/2013,"Uber Entertainment, Inc.","Uber Entertainment, Inc.",Adventure,Not Rated,1.6,5,iOS (iPhone/iPad)
Sonic Pinball Party,1/6/2003,Sonic Team,Sega,Pinball,Rated E For Everyone,6.4,14,Game Boy Advance
Outwitters,5/7/2012,One Man Left Studios,One Man Left Studios,Board,Not Rated,5.8,6,iOS (iPhone/iPad)
No Gravity: The Plague Of Mind,26/2/2009,Realtech VR,Anozor SARL,Space Combat Sim,Rated E +10 For Everyone +10,6.894852313,,iOS (iPhone/iPad)
The Wolf Among Us: Episode 1 - Faith,11/10/2013,Telltale Games,Telltale Games,Point-and-Click,Rated M For Mature,8.9,864,Xbox 360
Dungeon of the Endless,27/10/2014,Amplitude Studios,Sega,Real-Time Strategy,Not Rated,7.9,222,PC
Cold Fear,15/3/2005,Darkworks,Ubisoft,Survival,Rated M For Mature,9.4,14,PC
Bud Spencer & Terence Hill - Slaps and Beans 2,22/9/2023,Trinity Team,ININ Games,2D Beat-'Em-Up,Rated T For Teen,7.8,5,Xbox Series X
Mega Man X6,4/12/2001,Capcom,Capcom,2D Platformer,Rated E For Everyone,6.9,107,PlayStation
Sid Meier's Civilization V: Brave New World,8/7/2013,Firaxis Games,2K Games,4X Strategy,Rated E +10 For Everyone +10,8.5,705,PC
Dragon Ball Z: Ultimate Battle 22,25/3/2003,TOSE,Infogrames,2D Fighting,Rated T For Teen,5,52,PlayStation
Black Stone: Magic & Steel,19/3/2003,Xpec,Xicat Interactive,JRPG,Rated T For Teen,6.894852313,,Xbox
The Suffering,9/3/2004,Surreal Software,Midway,Survival,Rated M For Mature,8.2,46,Xbox
HOMERUN BATTLE 2,17/11/2011,Com2uS,Com2uS,Baseball,Not Rated,6.894852313,,iOS (iPhone/iPad)
WWF WrestleFest,21/2/2012,THQ,THQ,Wrestling,Not Rated,6.894852313,,iOS (iPhone/iPad)
Second Sight,21/9/2004,Free Radical Design,Codemasters,Action Adventure,Rated T For Teen,8,25,PlayStation 2
AGON: The Mysterious Codex,,Private Moon Studios,Private Moon Studios,Third-Person Adventure,Rated E +10 For Everyone +10,6.894852313,,PC
Zombie Crisis 3D,4/11/2010,KONGZHONG CORPORATION,KONGZHONG CORPORATION,Action,Not Rated,6.894852313,,iOS (iPhone/iPad)
Rave Master,8/3/2005,Konami,Konami,3D Fighting,Rated T For Teen,6.894852313,,GameCube
Nanostray,19/7/2005,Shin'en,Majesco,Vertical Shoot-'Em-Up,Rated E For Everyone,5.6,11,DS
Monster Rancher 3,24/9/2001,Tecmo,Tecmo,Strategy,Rated E For Everyone,6.6,5,PlayStation 2
Blair Witch Volume III: The Elly Kedward Tale,25/11/2000,Ritual Entertainment,Gathering,Survival,Rated M For Mature,3.1,7,PC
Dariusburst: Chronicle Saviours,2/12/2015,Pyramid,Degica,Horizontal Shoot-'Em-Up,Rated E For Everyone,7.2,29,PC
Deep Dungeons of Doom,3/6/2013,Bossa Studios,Bossa Studios,RPG,Not Rated,6.7,19,iOS (iPhone/iPad)
Destiny: House of Wolves,19/5/2015,Bungie,Activision,FPS,Rated T For Teen,4.2,247,PlayStation 4
Resident Evil 3,3/4/2020,M-Two,Capcom,Survival,Rated M For Mature,6.6,3197,PlayStation 4
Aliens: Dark Descent,20/6/2023,Tindalos Interactive,Focus Entertainment,Real-Time Tactics,Not Rated,8.1,102,PlayStation 5
Super Puzzle Fighter II Turbo HD Remix,29/8/2007,Backbone Entertainment,Capcom,Matching Puzzle,Rated E For Everyone,6.4,8,PlayStation 3
NFL 2011,2/8/2010,Gameloft,Gameloft,Football Sim,Not Rated,6.894852313,,iOS (iPhone/iPad)
Call of Duty: Modern Warfare II,28/10/2022,Infinity Ward,Activision,Tactical FPS,Rated M For Mature,5.1,1060,PC
Tricky Towers,2/8/2016,WeirdBeard,WeirdBeard,Stacking Puzzle,Rated E For Everyone,6.9,102,PlayStation 4
The Typing of the Dead,23/1/2001,Smilebit,Sega,Light Gun,Rated M For Mature,6.9,12,Dreamcast
F1 Manager 2022,25/8/2022,Frontier Developments,Frontier Developments,Racing Sim,Rated E For Everyone,6.4,74,Xbox Series X
Midtown Madness 2,21/9/2000,Angel Studios,Microsoft Game Studios,Auto Racing,Rated E For Everyone,8.2,65,PC
Thunder Wolves,15/5/2013,Most Wanted Entertainment,bitComposer,Vertical Shoot-'Em-Up,Rated M For Mature,7.2,40,Xbox 360
Conga Master Party!,28/9/2017,Rising Star Games,Rising Star Games,Party,Rated E For Everyone,6.5,11,Nintendo Switch
B.I.O.T.A.,12/4/2022,Small Bros,Retrovibe,Metroidvania,Not Rated,6.894852313,,PC
007 Legends,16/10/2012,Eurocom,Activision,FPS,Rated T For Teen,4.5,84,Xbox 360
Armored Core V,20/3/2012,From Software,Namco Bandai Games,Vehicle Combat Sim,Rated T For Teen,7.1,46,PlayStation 3
Blood Bowl: Legendary Edition,28/10/2010,Cyanide,Focus Home Interactive,Football,Rated T For Teen,6.3,78,PC
Mount & Blade,16/9/2008,Taleworlds Entertainment,Paradox Interactive,Western RPG,Rated T For Teen,8.1,308,PC
MLB The Show 19,26/3/2019,Sony Interactive Entertainment,Sony Interactive Entertainment,Baseball Sim,Rated E For Everyone,7.4,219,PlayStation 4
The Blockheads,10/1/2013,Majic Jungle Software,Majic Jungle Software,Sandbox,Not Rated,5,6,iOS (iPhone/iPad)
Star Wars: Demolition,19/11/2000,"Luxoflux, Inc.",LucasArts,Vehicle Combat Sim,Rated T For Teen,5.3,6,Dreamcast
Pro Evolution Soccer 2016,15/9/2015,Konami,Konami,Soccer Sim,Rated E For Everyone,7.2,738,Xbox One
Pokemon Sword / Shield: The Isle of Armor,17/6/2020,Game Freak,The Pokemon Company,Trainer RPG,Rated E For Everyone,5.3,532,Nintendo Switch
Syphon Filter 3,6/11/2001,Sony Bend,SCEA,Third Person Shooter,Rated M For Mature,8.4,89,PlayStation
Elite Forces: Unit 77,28/4/2009,Gammick Entertainment,Deep Silver,Turn-Based Strategy,Rated T For Teen,6.894852313,,DS
Otomedius Excellent,1/11/2011,Konami,Konami,Horizontal Shoot-'Em-Up,Rated T For Teen,7.7,21,Xbox 360
Robonauts,15/9/2017,QubicGames,QubicGames,2D Platformer,Rated E For Everyone,6.5,33,Nintendo Switch
RICO,12/3/2019,Ground Shatter Ltd.,Rising Star Games,FPS,Rated M For Mature,6.3,12,PC
Rengoku: The Tower of Purgatory,26/4/2005,Neverland,Konami,Action Adventure,Rated M For Mature,7.4,5,PSP
Tour de France 2018,28/6/2018,Cyanide,Focus Home Interactive,Biking,Rated E For Everyone,6.4,14,PC
Lemma,12/5/2015,Evan Todd,Evan Todd,Linear Action Adventure,Not Rated,7.4,9,PC
Gran Turismo 5 Prologue,15/4/2008,Polyphony Digital,SCEA,Auto Racing Sim,Rated E For Everyone,5.8,83,PlayStation 3
Relic Rush,14/2/2013,Josh Presseisen,Josh Presseisen,Adventure,Not Rated,6.894852313,,iOS (iPhone/iPad)
Baten Kaitos: Eternal Wings and the Lost Ocean,16/11/2004,Monolith Soft,Namco,JRPG,Rated T For Teen,8.2,78,GameCube
Etrian Odyssey III: The Drowned City,21/9/2010,Atlus,Atlus,JRPG,Rated E +10 For Everyone +10,8.4,27,DS
Pro Evolution Soccer 2009,17/3/2009,KCET,Konami,Soccer Sim,Rated E For Everyone,6.6,31,Xbox 360
Samurai Warriors: Katana,16/1/2008,Omega Force,Koei,Tactical FPS,Rated T For Teen,8.5,,Wii
Turok,5/2/2008,Propaganda Games,Touchstone,FPS,Rated M For Mature,6.1,54,Xbox 360
Pokemon HeartGold Version,14/3/2010,Game Freak,Nintendo,Trainer RPG,Rated E For Everyone,9.2,1097,DS
Undying,7/12/2023,Vanimals,Skystone Games,Survival,Not Rated,7.4,8,PC
Genesis Rising: The Universal Crusade,20/3/2007,Metamorf Studios,DreamCatcher Interactive,Real-Time Strategy,Rated T For Teen,3.3,7,PC
Arc the Lad Collection,18/4/2002,ARC Entertainment,Working Designs,Compilation,Rated T For Teen,7.8,17,PlayStation
Q*bert (1999),30/11/2000,Artech Digital Entertainment,Hasbro Interactive,Arcade,Rated E For Everyone,6.5,,Dreamcast
Death Road to Canada,8/5/2018,Rocketcat Games,UKIYO PUBLISHING LIMITED,Top-Down Shoot-'Em-Up,Rated T For Teen,7.4,39,PC
Dragon Age II,8/3/2011,BioWare,Electronic Arts,Action RPG,Rated M For Mature,4.7,2509,Xbox 360
Rayman Adventures,3/12/2015,Ubisoft,Ubisoft,2D Platformer,Not Rated,6.6,30,iOS (iPhone/iPad)
MotoGP 22,21/4/2022,Milestone S.r.l,Milestone S.r.l,Auto Racing Sim,Rated E For Everyone,5.4,23,PlayStation 5
Jagged Alliance: Rage!,6/12/2018,HandyGames,HandyGames,Turn-Based Tactics,Rated M For Mature,3.1,26,PlayStation 4
Dementium Remastered,3/12/2015,Renegade Kid,Renegade Kid,Survival,Rated M For Mature,5.4,25,3DS
Banished,18/2/2014,Shining Rock Software,Shining Rock Software,Management,Not Rated,8.1,735,PC
SoulCalibur II,27/8/2003,Namco,Namco,3D Fighting,Rated T For Teen,8.7,174,PlayStation 2
Bejeweled Blitz Live,23/2/2011,Torpex Games LLC,PopCap,Matching Puzzle,Rated E For Everyone,7.5,10,Xbox 360
Accel World vs. Sword Art Online: Millennium Twilight,7/7/2017,Artdink,Bandai Namco Games,Action RPG,Rated T For Teen,6,21,PC
Run Roo Run,12/1/2012,5TH Cell,5TH Cell,2D Platformer,Not Rated,6.5,6,iOS (iPhone/iPad)
SingStar Pop Vol. 2,23/9/2008,SCEE London Studio,SCEA,Rhythm,Rated T For Teen,6.894852313,,PlayStation 2
Dragon Ball Z: Buu's Fury,14/9/2004,Webfoot Technologies,Atari SA,Action RPG,Rated E For Everyone,8.2,48,Game Boy Advance
Lumines Plus,27/2/2007,Q Entertainment,Buena Vista Games,Matching Puzzle,Rated E For Everyone,6.894852313,,PlayStation 2
Metroid: Zero Mission,9/2/2004,Nintendo,Nintendo,Metroidvania,Rated E For Everyone,9.1,409,Game Boy Advance
Alien Front Online,9/8/2001,Sega,Sega,Third Person Shooter,Rated T For Teen,7.7,6,Dreamcast
Death Jr.: Root of Evil,27/5/2008,Backbone Entertainment,Eidos Interactive,3D Platformer,Rated T For Teen,7.9,7,Wii
Balan Wonderworld,26/3/2021,Balan Company,Square Enix,3D Platformer,Rated E +10 For Everyone +10,5.2,262,Xbox Series X
RollerCoaster Tycoon 3,26/10/2004,Frontier Developments,Atari SA,Tycoon,Rated E For Everyone,5.1,358,PC
TENS!,5/11/2020,Kwalee Ltd,Kwalee Ltd,Puzzle,Rated E For Everyone,6.894852313,,Nintendo Switch
Exorder,19/3/2018,Solid9 Studio,No Gravity Games,Turn-Based Tactics,Not Rated,6.894852313,,PC
Naruto to Boruto: Shinobi Striker,31/8/2018,Soleil Ltd.,Bandai Namco Games,3D Fighting,Rated T For Teen,5.9,129,PlayStation 4
Metroid Prime 2: Echoes,15/11/2004,Retro Studios,Nintendo,FPS,Rated T For Teen,8.9,443,GameCube
Naruto: Clash of Ninja Revolution 2,21/10/2008,Eighting,Tomy Corporation,3D Fighting,Rated T For Teen,8.1,14,Wii
The Last Guy,28/8/2008,SCE Japan Studio,SCEA,Action Adventure,Rated E +10 For Everyone +10,6.5,22,PlayStation 3
1080: Avalanche,1/12/2003,Nintendo,Nintendo,Skiing,Rated E For Everyone,7.7,27,GameCube
Morphite,2/11/2017,Crescent Moon Games,Blowfish Studios,Action Adventure,Rated T For Teen,6.6,16,Xbox One
Slamjet Stadium,14/3/2013,Alistair Aitcheson,Alistair Aitcheson,Action,Not Rated,6.894852313,,iOS (iPhone/iPad)
Grounded,27/9/2022,Obsidian Entertainment,Xbox Game Studios,Sandbox,Rated T For Teen,7.8,223,Xbox One
Medal of Honor: Allied Assault,20/1/2002,2015,Electronic Arts,FPS,Rated T For Teen,8.5,612,PC
VIDEOBALL,12/7/2016,Action Button Entertainment,Midnight City,Sports,Not Rated,7.5,8,PC
Naruto: The Broken Bond,8/11/2008,Ubisoft Montreal,Ubisoft,Open-World Action,Rated T For Teen,8,43,Xbox 360
CT Special Forces 2: Back in the Trenches,29/6/2004,LSP,Hip Games,2D Platformer,Rated T For Teen,8.3,12,Game Boy Advance
